岗位名称,公司名称,薪资,所在城市,工作经验,最低薪资,最高薪资,学历,企业性质,公司规模,最高工作经验,省市,平均薪资,公司最低规模,最低工作经验,招聘人数
数据审核分析员,河南公路项目管理有限责任公司,3千-5千,郑州-惠济,不限,3000,5000,大专,国企 ,500-999人 ,20,河南,4000,500,20,2
软件数据分析师,北京富辉旺商贸有限公司,9千-1.5万,平顶山-新华区,不限,9000,15000,大专,民营 ,20-99人 ,20,河南,12000,20,20,6
数据分析,郑州缇米网络科技有限公司,4千-6千,郑州-中原,不限,4000,6000,大专,民营 ,20-99人 ,20,河南,5000,20,20,2
数据统计专员,河南公路项目管理有限责任公司,6千-8千,郑州-惠济,不限,6000,8000,本科,国企 ,500-999人 ,20,河南,7000,500,20,1
数据专员,郑州华领医疗美容医院有限公司,6千-1.2万,郑州,1-3年,6000,12000,本科,民营 ,100-299人 ,3,河南,9000,100,1,1
运营专员（国企平台）,国药集团河南省医疗器械有限公司,5千-6千,郑州-金水,3-5年,5000,6000,本科,国企 ,500-999人 ,5,河南,5500,500,3,1
经济数据分析,北京暖杏科技有限公司,8千-1.2万,安阳-文峰区,不限,8000,12000,大专,民营 ,20-99人 ,20,河南,10000,20,20,5
技术交易员,郑州典荣农产品有限公司,5千-8千,郑州-金水,1-3年,5000,8000,中专/中技,民营 ,20-99人 ,3,河南,6500,20,1,10
数据处理工程师-E1646A,航天宏图信息技术股份有限公司,5千-7千,鹤壁,1-3年,5000,7000,本科,上市公司 ,1000-9999人 ,3,河南,6000,1000,1,5
数据运营,郑州华乒乐旋体育有限公司,4千-5千,郑州-金水,1-3年,4000,5000,本科,民营 ,1000-9999人 ,3,河南,4500,1000,1,0
数字化运营I,郑州新兴商贸有限公司,3千-5千,郑州-管城,1-3年,3000,5000,大专,股份制企业 ,20-99人 ,3,河南,4000,20,1,1
数据专员,河南蛋凰农业科技有限公司,3千-5千,洛阳-洛龙,3-5年,3000,5000,本科,其它 ,20-99人 ,5,河南,4000,20,3,1
运营BP,国药集团河南省医疗器械有限公司,5千-7千,郑州-金水,3-5年,5000,7000,本科,国企 ,500-999人 ,5,河南,6000,500,3,1
数据分析师,许昌龙熠美发饰品有限公司,5千-1万,许昌-魏都区,1-3年,5000,1000,本科,民营 ,20-99人 ,3,河南,3000,20,1,1
商业数据分析,北京金照商贸有限公司,9千-1.5万,郑州-二七区,不限,9000,15000,大专,民营 ,20-99人 ,20,河南,12000,20,20,5
数据分析专员,成都主导科技有限责任公司,5千-8千,郑州-二七区,1-3年,5000,8000,大专,民营 ,500-999人 ,3,河南,6500,500,1,1
数据分析师,河南九牛电子商务有限公司,8千-1.2万,郑州-金水,1-3年,8000,12000,本科,民营 ,1000-9999人 ,3,河南,10000,1000,1,1
财务数据分析师,河南云数大数据科技有限公司,8千-1.2万,郑州-中原,不限,8000,12000,大专,民营 ,20-99人 ,20,河南,10000,20,20,1
统计分析师,牧原股份,8千-1.5万,郑州-管城,不限,8000,15000,本科,上市公司 ,10000人以上 ,20,河南,11500,10000,20,2
数据主管,河南逸祥卫生科技有限公司,1万-1.4万,郑州-二七区,5-10年,1000,14000,本科,民营 ,500-999人 ,10,河南,7500,500,5,1
经济数据分析,北京杉汇商贸有限公司,8千-1.2万,新乡-红旗区,不限,8000,12000,大专,民营 ,20-99人 ,20,河南,10000,20,20,6
数据分析师,牧原股份,1万-2万,郑州-金水,不限,1000,2000,本科,上市公司 ,10000人以上 ,20,河南,1500,10000,20,5
数据算法工程师,郑州市二七区卡迪高鞋行,6千-1.2万,郑州-二七区,1-3年,6000,12000,本科,民营 ,100-299人 ,3,河南,9000,100,1,1
数据运营,沈阳果匀科技有限公司,5千-1万,郑州-中牟,1-3年,5000,1000,大专,股份制企业 ,20-99人 ,3,河南,3000,20,1,1
数据分析兼会计,河南天壹供应链管理有限公司,4千-5千,郑州-金水,1-3年,4000,5000,大专,民营 ,100-299人 ,3,河南,4500,100,1,1
数据专员（双休+提供住宿）,郑州缇米网络科技有限公司,4千-8千,郑州-中原,不限,4000,8000,大专,民营 ,20-99人 ,20,河南,6000,20,20,1
数据分析师,牧原股份,8千-1.5万,郑州-管城,不限,8000,15000,本科,上市公司 ,10000人以上 ,20,河南,11500,10000,20,2
商业数据分析,北京杉汇商贸有限公司,9千-1.5万,洛阳-洛龙,不限,9000,15000,大专,民营 ,20-99人 ,20,河南,12000,20,20,6
数据分析师,河南九牛电子商务有限公司,8千-1.5万,郑州-金水,1-3年,8000,15000,本科,民营 ,1000-9999人 ,3,河南,11500,1000,1,1
数据分析师,中国移动通信有限公司在线营销服务中心,8千-1.5万,洛阳-洛龙,3-5年,8000,15000,本科,国企 ,10000人以上 ,5,河南,11500,10000,3,1
农产品信息技术员,郑州典荣农产品有限公司,5千-8千,郑州-金水,1-3年,5000,8000,高中,民营 ,20-99人 ,3,河南,6500,20,1,10
商品专员,郑州市管城回族区卡爱服装店,7千-9千,郑州-管城,3-5年,7000,9000,大专,民营 ,100-299人 ,5,河南,8000,100,3,3
数据专员实习生,河南聚巧胜物流有限公司,3千-4千,郑州-管城,不限,3000,4000,学历不限,股份制企业 ,20-99人 ,20,河南,3500,20,20,3
BI开发工程师,河南驰鹏科技有限公司,7千-1.4万,许昌-魏都区,3-5年,7000,14000,大专,其它 ,20-99人 ,5,河南,10500,20,3,1
研究生（金融、统计）,河南整形美容医院有限公司,7千-1.2万,郑州-金水,1-3年,7000,12000,硕士,股份制企业 ,500-999人 ,3,河南,9500,500,1,1
数据库开发工程师,河南盘古信息技术有限公司,5千-1万,郑州-高新区,3-5年,5000,1000,大专,其它 ,20-99人 ,5,河南,3000,20,3,2
数据运营专员,杰尔古格智能科技有限公司,5千-1万,郑州,1-3年,5000,1000,本科,民营 ,300-499人 ,3,河南,3000,300,1,1
跨境电商数据分析,郑州大头五金制品有限公司,4千-8千,郑州-荥阳,1-3年,4000,8000,大专,民营 ,20-99人 ,3,河南,6000,20,1,1
数据采集与分析,郑州恩思特企业管理咨询有限公司,3千-6千,郑州-金水,不限,3000,6000,本科,民营 ,20人以下 ,20,河南,4500,20,20,2
运营分析(J10027),多氟多新材料股份有限公司,6千-8千,焦作-中站区,1-3年,6000,8000,本科,股份制企业 ,1000-9999人 ,3,河南,7000,1000,1,1
财务数据分析师,北京富辉旺商贸有限公司,9千-1.2万,安阳-文峰区,不限,9000,12000,大专,民营 ,20-99人 ,20,河南,10500,20,20,1
数据分析师,牧原肉食品有限公司,1万-2万,南阳,3-5年,1000,2000,本科,股份制企业 ,10000人以上 ,5,河南,1500,10000,3,1
财务数据分析师,郑州初卓网络科技有限公司,5千-7千,郑州-中原,1-3年,5000,7000,大专,民营 ,100-299人 ,3,河南,6000,100,1,1
数据分析专员,郑州大头五金制品有限公司,3千-6千,郑州-荥阳,1-3年,3000,6000,大专,民营 ,20-99人 ,3,河南,4500,20,1,1
数据分析师,河南辰博盛速物流有限公司,7千-1万,郑州-二七区,1-3年,7000,1000,大专,其它 ,1000-9999人 ,3,河南,4000,1000,1,1
数据分析师,拼多多,6千-9千,郑州-管城,不限,6000,9000,本科,民营 ,1000-9999人 ,20,河南,7500,1000,20,1
数据分析,河南酒便利商业股份有限公司,7千-1.2万,郑州-高新区,1-3年,7000,12000,大专,上市公司 ,1000-9999人 ,3,河南,9500,1000,1,1
数据分析,京北方,1万-1.3万,郑州-金水,1-3年,1000,13000,本科,民营 ,10000人以上 ,3,河南,7000,10000,1,1
数据专员,新乡千味央厨食品有限公司,5千-6千,郑州-中原,3-5年,5000,6000,本科,民营 ,1000-9999人 ,5,河南,5500,1000,3,1
GA广告分析师,河南宝露盈进出口贸易有限公司,9千-1.6万,郑州,3-5年,9000,16000,本科,民营 ,100-299人 ,5,河南,12500,100,3,1
郑州-数据分析师,北京盼达智成科技有限公司,1万-1.5万,郑州-金水,1-3年,1000,15000,本科,民营 ,100-299人 ,3,河南,8000,100,1,1
数据分析师,河南省风速科技有限公司,4千-8千,郑州-中原,不限,4000,8000,本科,民营 ,20-99人 ,20,河南,6000,20,20,1
数据分析员,先河环保,6千-8千,南阳-卧龙区,1-3年,6000,8000,本科,上市公司 ,1000-9999人 ,3,河南,7000,1000,1,5
数据专员,郑州蜜小凤品牌管理有限公司,4千-5千,郑州,1-3年,4000,5000,大专,民营 ,500-999人 ,3,河南,4500,500,1,1
数据分析师,中国移动通信有限公司在线营销服务中心,1万-2万,郑州-中原,1-3年,1000,2000,本科,国企 ,10000人以上 ,3,河南,1500,10000,1,1
数据治理工程师,创元网络技术股份有限公司,1.1万-1.5万,郑州-金水,3-5年,11000,15000,本科,股份制企业 ,100-299人 ,5,河南,13000,100,3,2
数据分析工程师,无锡中科光电技术有限公司,8千-1万,焦作-解放区,1-3年,8000,1000,硕士,上市公司 ,1000-9999人 ,3,河南,4500,1000,1,1
经营分析专员,河南逸祥卫生科技有限公司,5千-8千,郑州-二七区,不限,5000,8000,本科,民营 ,500-999人 ,20,河南,6500,500,20,1
数据分析师,牧原股份,1.5万-3万,南阳-卧龙区,不限,15000,3000,本科,上市公司 ,10000人以上 ,20,河南,9000,10000,20,5
商业分析师(J11335),蜜雪冰城股份有限公司,1万-1.5万,郑州-金水,3-5年,1000,15000,硕士,股份制企业 ,1000-9999人 ,5,河南,8000,1000,3,2
数据主管,河南逸祥卫生科技有限公司,1万-1.4万,郑州-二七区,5-10年,1000,14000,本科,民营 ,500-999人 ,10,河南,7500,500,5,1
数据分析,河南泛锐复合材料研究院有限公司,7千-1.2万,郑州-中原,1-3年,7000,12000,本科,民营 ,500-999人 ,3,河南,9500,500,1,1
数据库开发（郑州）,亚信万联科技(南京)有限公司,8千-1万,郑州-中原,1-3年,8000,1000,本科,民营 ,100-299人 ,3,河南,4500,100,1,1
急聘数据分析师1人,河南中原鼎盛云科技服务有限公司,6千-1万,郑州-管城,3-5年,6000,1000,本科,民营 ,300-499人 ,5,河南,3500,300,3,1
电商数据分析师,郑州新魔豆儿童用品有限公司,1万-2万,郑州-管城,3-5年,1000,2000,本科,民营 ,100-299人 ,5,河南,1500,100,3,1
数据分析主管,利德世普,8千-9千,郑州-金水,3-5年,8000,9000,大专,民营 ,300-499人 ,5,河南,8500,300,3,1
果园数据分析员,陕西枫丹百丽生物科技有限公司,3千-4千,洛阳-洛宁,不限,3000,4000,本科,合资 ,100-299人 ,20,河南,3500,100,20,4
商品经理,郑州市管城回族区卡爱服装店,1.2万-2万,郑州-管城,5-10年,12000,2000,大专,民营 ,100-299人 ,10,河南,7000,100,5,3
数据分析专员,杭州春客网络科技有限公司,4千-6千,洛阳-洛龙,不限,4000,6000,大专,民营 ,1000-9999人 ,20,河南,5000,1000,20,2
数据分析师,中国平安财产保险股份有限公司河南分公司,7千-1万,郑州-金水,不限,7000,1000,本科,股份制企业 ,1000-9999人 ,20,河南,4000,1000,20,1
数据分析,许昌龙祁电子商务有限公司郑州分公司,4千-8千,郑州-中原,不限,4000,8000,本科,民营 ,100-299人 ,20,河南,6000,100,20,2
云计算架构师,中原农业保险股份有限公司,6千-1万,郑州,3-5年,6000,1000,硕士,国企 ,1000-9999人 ,5,河南,3500,1000,3,1
高级前端开发工程师,威科姆,1万-1.5万,郑州-高新区,3-5年,1000,15000,本科,股份制企业 ,500-999人 ,5,河南,8000,500,3,1
数据主管,河南逸祥卫生科技有限公司,7千-1万,郑州-新密,3-5年,7000,1000,本科,民营 ,500-999人 ,5,河南,4000,500,3,1
数据分析主管,郑州换吗信息科技有限公司,8千-1.2万,郑州-管城,1-3年,8000,12000,本科,国企 ,20-99人 ,3,河南,10000,20,1,1
模型开发工程师（郑州）,京北方,6千-1.2万,郑州-金水,3-5年,6000,12000,本科,民营 ,10000人以上 ,5,河南,9000,10000,3,2
数据治理工程师,云歌信息技术(江苏)有限公司,1.1万-1.8万,郑州-金水,3-5年,11000,18000,本科,民营 ,20人以下 ,5,河南,14500,20,3,1
数据分析师,亲和(海南)智能科技有限责任公司,1.5万-3万,郑州-金水,3-5年,15000,3000,本科,民营 ,20-99人 ,5,河南,9000,20,3,1
国企公司-绩效考核与统计分析员,北京外企人力资源服务河南有限公司,6千-1万,郑州-管城,3-5年,6000,1000,本科,国企 ,100-299人 ,5,河南,3500,100,3,5
软件开发工程师,上海利翔科技发展有限公司,5千-1万,郑州-金水,1-3年,5000,1000,本科,股份制企业 ,20-99人 ,3,河南,3000,20,1,4
数据专员,宇通集团,4千-7千,郑州-中牟,不限,4000,7000,大专,其它 ,10000人以上 ,20,河南,5500,10000,20,1
数据分析师,河南中原鼎盛云科技服务有限公司,6千-1.2万,郑州-管城,1-3年,6000,12000,本科,民营 ,300-499人 ,3,河南,9000,300,1,1
电商数据分析师,许昌龙祁电子商务有限公司郑州分公司,8千-1.5万,郑州-中原,3-5年,8000,15000,本科,民营 ,100-299人 ,5,河南,11500,100,3,2
数据分析主管,郑州换吗信息科技有限公司,6千-9千,郑州-管城,1-3年,6000,9000,本科,国企 ,20-99人 ,3,河南,7500,20,1,1
电商数据分析师,龙祁电商,1万-1.5万,郑州-中原,3-5年,1000,15000,本科,民营 ,300-499人 ,5,河南,8000,300,3,1
数据管理岗,牧原肉食品有限公司,8千-1.5万,郑州-中原,不限,8000,15000,本科,股份制企业 ,10000人以上 ,20,河南,11500,10000,20,1
行情分析管理员,河南双汇投资发展股份有限公司,5千-8千,漯河-召陵区,不限,5000,8000,本科,上市公司 ,10000人以上 ,20,河南,6500,10000,20,1
仓储物流-数据分析工程师,牧原股份,2.5万-4万,郑州-管城,3-5年,25000,4000,本科,上市公司 ,10000人以上 ,5,河南,14500,10000,3,3
数据分析主管,河南逸祥卫生科技有限公司,1万-1.4万,郑州-二七区,1-3年,1000,14000,本科,民营 ,500-999人 ,3,河南,7500,500,1,1
无损检测（内业数据分析员）,河南省啄木鸟地下管线检测有限公司,4千-6千,新乡,1-3年,4000,6000,大专,上市公司 ,300-499人 ,3,河南,5000,300,1,2
GA广告与分析师/数据分析师,许昌龙熠美发饰品有限公司郑州分公司,8千-1万,郑州-中原,1-3年,8000,1000,本科,股份制企业 ,20-99人 ,3,河南,4500,20,1,5
数据分析师课程/培训招生（ZZ）,51Testing,6千-9千,郑州-金水,不限,6000,9000,大专,民营 ,100-299人 ,20,河南,7500,100,20,6
区块链开发工程师,河南西亚斯教育发展有限公司,1.2万-2万,郑州-金水,3-5年,12000,2000,本科,股份制企业 ,100-299人 ,5,河南,7000,100,3,1
成本分析工程师/高级成本分析工程师,比亚迪,6千-1.2万,郑州,3-5年,6000,12000,本科,民营 ,10000人以上 ,5,河南,9000,10000,3,5
大数据分析师（实习生）,北京杉汇商贸有限公司,6千-8千,马鞍山-花山区,不限,6000,8000,大专,民营 ,20-99人 ,20,安徽,7000,20,20,1
Python大数据分析特训营课程/培训招生 HF,51Testing,5千-8千,合肥-蜀山,不限,5000,8000,大专,民营 ,100-299人 ,20,安徽,6500,100,20,2
大数据项目经理（合肥工商银行）,东华软件股份公司,1.7万-2.3万,合肥-包河,5-10年,17000,23000,本科,上市公司 ,1000-9999人 ,10,安徽,20000,1000,5,1
大数据总监,安徽超清科技股份有限公司,1.5万-2.5万,合肥,5-10年,15000,25000,本科,民营 ,100-299人 ,10,安徽,20000,100,5,1
大数据讲师,深圳市讯方技术股份有限公司,7千-1.2万,淮南-田家庵区,3-5年,7000,12000,本科,股份制企业 ,1000-9999人 ,5,安徽,9500,1000,3,1
大数据专家,瑞纳智能设备股份有限公司,3万-4万,合肥-庐阳,5-10年,3000,4000,博士,上市公司 ,500-999人 ,10,安徽,3500,500,5,1
大数据总监,安徽超清科技股份有限公司,1.2万-2万,合肥-肥东,5-10年,12000,2000,本科,民营 ,100-299人 ,10,安徽,7000,100,5,1
金融大数据分析师,北京富辉旺商贸有限公司,8千-1.2万,合肥-蜀山,不限,8000,12000,大专,民营 ,20-99人 ,20,安徽,10000,20,20,5
大数据爬虫专家,合肥乐普来信息科技有限公司,1.1万-2.2万,合肥,1-3年,11000,22000,本科,民营 ,20-99人 ,3,安徽,16500,20,1,1
大数据分析师,北京展梦商贸有限公司,8千-1.2万,合肥-蜀山,不限,8000,12000,大专,民营 ,20-99人 ,20,安徽,10000,20,20,6
大数据分析师管培生,北京杉汇商贸有限公司,9千-1.5万,芜湖-镜湖区,不限,9000,15000,大专,民营 ,20-99人 ,20,安徽,12000,20,20,4
高级大数据开发工程师（科大讯飞）,安徽百得思维信息科技有限公司,1.5万-3万,合肥-蜀山,3-5年,15000,3000,硕士,民营 ,1000-9999人 ,5,安徽,9000,1000,3,2
数据统计分析,国铭中盈(北京)科技有限公司,8千-1.2万,芜湖-镜湖区,不限,8000,12000,大专,民营 ,20-99人 ,20,安徽,10000,20,20,6
大数据工程师,达华智能,9千-1.3万,合肥-庐阳,1-3年,9000,13000,本科,上市公司 ,1000-9999人 ,3,安徽,11000,1000,1,1
大数据分析师（实习生）,北京杉汇商贸有限公司,6千-8千,合肥-蜀山,不限,6000,8000,大专,民营 ,20-99人 ,20,安徽,7000,20,20,6
大数据测试（合肥滨湖）,京北方,9千-1.4万,合肥-包河,1-3年,9000,14000,大专,民营 ,100-299人 ,3,安徽,11500,100,1,1
大数据算法工程师,数据空间研究院,2.5万-5万,合肥-肥西,3-5年,25000,5000,硕士,事业单位 ,100-299人 ,5,安徽,15000,100,3,1
大数据工程师,北京中科特瑞科技有限公司,1万-1.5万,池州-贵池区,3-5年,1000,15000,本科,民营 ,20-99人 ,5,安徽,8000,20,3,2
金融大数据分析师,北京杉汇商贸有限公司,8千-1.2万,合肥-蜀山,不限,8000,12000,大专,民营 ,1000-9999人 ,20,安徽,10000,1000,20,6
大数据工程师,嘉环科技股份有限公司,1万-1.5万,合肥-肥东,1-3年,1000,15000,大专,民营 ,100-299人 ,3,安徽,8000,100,1,2
大数据分析师（瑞信精英计划）,安徽瑞信软件有限公司,1.2万-1.8万,芜湖-镜湖区,不限,12000,18000,本科,民营 ,10000人以上 ,20,安徽,15000,10000,20,2
